"";"nct_id";"tool_results";"has_error";"tool_prompted_pmids";"tool_result_pmids";"tool_ident_steps";"tool_truncated";"X";"has_publication";"publication_doi";"publication_pmid";"publication_url";"identification_step";"has_summary_results";"completion_year";"dataset";"agree";"any_results";"tool_detected_correct_pub";"tool_found_correct_pub"
"331";"NCT00567801";FALSE;TRUE;"16242556";"";"";NA;893;TRUE;"10.1161/circinterventions.112.000371";23881815;"http://circinterventions.ahajournals.org/content/6/4/417.short";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"332";"NCT02620553";FALSE;TRUE;"19407074,32944212";"";"";NA;768;TRUE;"10.1001/jama.2015.2928";25898052;"https://www.ncbi.nlm.nih.gov/pubmed/25898052?dopt=Abstract";"Linked at the registration";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"333";"NCT03046940";FALSE;TRUE;"";"";"";NA;1955;TRUE;"10.13140/rg.2.2.19672.85765";NA;"https://www.researchgate.net/publication/337734613_Patient-centered_communication_results_in_better_medication_adherence_A_randomized_controlled_trial";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"334";"NCT03253822";TRUE;TRUE;"31080706,31451360,32551215,33170877,34376303";"31080706,31451360,33170877";"pubmed_naive,google_scholar";NA;3783;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"335";"NCT01091116";FALSE;TRUE;"22638761,23942063,23973149,24392129,26429673,29792929,30826327,32824565";"";"";NA;1640;FALSE;NA;NA;NA;NA;TRUE;2011;"iv";FALSE;TRUE;NA;NA
"336";"NCT02695940";FALSE;TRUE;"";"";"";NA;2568;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2015-002098-40/results";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;NA;NA
"337";"NCT00554151";FALSE;TRUE;"";"";"";NA;884;TRUE;"10.1093/ejcts/ezt128";23530026;"https://academic.oup.com/ejcts/article/44/5/913/351398/Improving-mitral-valve-coaptation-with-adjustable";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"338";"NCT00673504";TRUE;TRUE;"23511559,25459392";"25459392";"google_scholar";NA;1873;FALSE;"10.1200/jco.2013.31.15_suppl.4035";NA;"http://ascopubs.org/doi/abs/10.1200/jco.2013.31.15_suppl.4035";"Other";FALSE;2011;"iv";FALSE;FALSE;NA;NA
"339";"NCT01301430";FALSE;TRUE;"22436661,23545048,23852775,24470549,27057469,33524946";"";"";NA;2345;TRUE;"10.1016/j.ymthe.2017.08.016";28967558;"https://pubmed.ncbi.nlm.nih.gov/28967558/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"340";"NCT01458457";FALSE;TRUE;"";"";"";NA;666;TRUE;"10.1007/s10549-014-3249-3";25555830;"https://www.ncbi.nlm.nih.gov/pubmed/25555830?dopt=Abstract";"Linked at the registration";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"341";"NCT02115516";FALSE;TRUE;"26469720,26590432,28199305,29167197,29453292,32102854,32981095";"";"";NA;2664;TRUE;"10.1038/nature21060";28199305;"https://www.nature.com/articles/nature21060";"Linked at the registration";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"342";"NCT02002871";FALSE;TRUE;"";"";"";NA;1964;TRUE;"10.1159/000448000";27537360;"https://www.karger.com/Article/FullText/448000";"Systematic Google search";TRUE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"343";"NCT00167596";TRUE;TRUE;"20645488,22020233,23381608,23385299,29555789,32049788";"22020233,23381608,29555789";"google_scholar,linked_at_registration,pubmed_enhanced,nct_match";NA;1363;FALSE;NA;NA;NA;NA;FALSE;2009;"iv";FALSE;FALSE;NA;NA
"344";"NCT00535847";FALSE;TRUE;"20798484,23402332";"";"";NA;1415;FALSE;"10.1016/s0168-8278(08)61002-8";NA;"http://www.journal-of-hepatology.eu/article/S0168-8278(08)61002-8/fulltext";"Other";TRUE;2010;"iv";FALSE;TRUE;NA;NA
"345";"NCT01156922";TRUE;TRUE;"22039471,26132314,26399744,27536947,30502905,30934066";"26399744,27536947,30502905";"pubmed_enhanced";NA;3889;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"346";"NCT00801710";FALSE;TRUE;"";"";"";NA;955;TRUE;"10.4244/eijv7i2a33";21646061;"https://www.pcronline.com/eurointervention/37th_issue/volume-7/number-2/33/multicentre-experience-with-the-bridgepoint-devices-to-facilitate-recanalisation-of-chronic-total-coronary-occlusions-through-controlled-subintimal-re-entry.html";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"347";"NCT01422720";FALSE;TRUE;"24225327,26076838,28101651,28419947,28752473,29430548,29454255,32151803";"";"";NA;1763;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"348";"NCT01683864";FALSE;TRUE;"23998446,25921419,26670720,28540831,29120491,30607301,30911621";"";"";NA;3110;FALSE;NA;NA;NA;NA;TRUE;2015;"iv";FALSE;TRUE;NA;NA
"349";"NCT03397628";FALSE;TRUE;"";"";"";NA;3596;TRUE;"10.1136/bjsports-2020-103097";33509911;"https://doi.org/10.1136/bjsports-2020-103097";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"350";"NCT03010904";FALSE;TRUE;"";"";"";NA;4877;TRUE;"10.1016/j.idairyj.2018.05.017";NA;"https://doi.org/10.1016/j.idairyj.2018.05.017";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;NA;NA
"351";"NCT01245075";FALSE;TRUE;"23337942,26827109,31410866";"";"";NA;2397;TRUE;"10.1038/mp.2012.196";23337942;"https://www.nature.com/articles/mp2012196.pdf";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;TRUE
"352";"NCT04378517";TRUE;TRUE;"32635367,32723122,36680505";"36680505";"pubmed_enhanced,google_scholar";NA;4058;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"353";"NCT01631175";TRUE;TRUE;"30150439";"30150439";"pubmed_naive,pubmed_enhanced,google_scholar";NA;1814;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"354";"NCT02143427";FALSE;TRUE;"30276506,31620032,32970238";"";"";NA;2378;TRUE;"10.3389/fpsyt.2019.00682";31620032;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6759956/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;TRUE
"355";"NCT01808950";FALSE;TRUE;"24083080,25083332";"";"";NA;1844;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"356";"NCT02559141";FALSE;TRUE;"";"";"";NA;2616;TRUE;NA;27352070;"https://pubmed.ncbi.nlm.nih.gov/27352070/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"357";"NCT02532894";FALSE;TRUE;"35643340,36581898,38367275";"";"";NA;3334;TRUE;"10.1016/j.atherosclerosis.2016.09.064";27693003;"https://doi.org/10.1016/j.atherosclerosis.2016.09.064";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"358";"NCT00725231";FALSE;TRUE;"20738307,24468313,24510453,24641592,26711181,32296035,32448357";"";"";NA;2227;TRUE;"10.1038/s41375-020-0838-5";32382083;"https://www.nature.com/articles/s41375-020-0838-5";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"359";"NCT02213406";FALSE;TRUE;"";"";"";NA;2660;TRUE;"10.3389/fnins.2019.00725";31354424;"https://www.frontiersin.org/articles/10.3389/fnins.2019.00725/full";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"360";"NCT02978963";FALSE;TRUE;"32190616";"";"";NA;4257;TRUE;"10.1016/j.cbpra.2019.06.002";NA;"https://www.sciencedirect.com/science/article/pii/S1077722919300690";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;NA;NA
"361";"NCT02984514";FALSE;TRUE;"31757005";"";"";NA;4249;TRUE;"10.3390/ijms20235827";31757005;"https://doi.org/10.3390/ijms20235827";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"362";"NCT00665626";FALSE;TRUE;"25074688";"";"";NA;910;TRUE;"10.1002/art.30114";21279990;"http://onlinelibrary.wiley.com/doi/10.1002/art.30114/abstract";"Systematic Google search";TRUE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"363";"NCT00718523";FALSE;TRUE;"19663769,20591473,22343235,22641286,22987945,25992224,28427155,28934637";"";"";NA;1874;FALSE;"10.1200/jco.2014.32.15_suppl.5529";NA;"http://ascopubs.org/doi/abs/10.1200/jco.2014.32.15_suppl.5529";"Other";TRUE;2014;"iv";FALSE;TRUE;NA;NA
"364";"NCT02659332";TRUE;TRUE;"33976274,35213214,36058804";"36058804";"pubmed_naive";NA;4927;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"365";"NCT02588794";TRUE;TRUE;"31379256,31410498,32291137,33206229";"31379256,33206229";"pubmed_naive";NA;3032;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"366";"NCT02001636";FALSE;TRUE;"";"";"";NA;1325;TRUE;"10.1016/j.nut.2015.08.005";26691769;"https://www.ncbi.nlm.nih.gov/pubmed/26691769";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"367";"NCT02641782";TRUE;TRUE;"29312320,29872569,31016728,33462432";"31016728";"pubmed_enhanced";NA;2979;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"368";"NCT01726010";FALSE;TRUE;"28299351";"";"";NA;1288;TRUE;"10.1055/s-0042-119948";28299351;"https://www.ncbi.nlm.nih.gov/pubmed/28299351";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"369";"NCT01865760";FALSE;TRUE;"";"";"";NA;4612;TRUE;"10.1007/s11695-016-2058-7";26755182;"https://doi.org/10.1007/s11695-016-2058-7";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"370";"NCT01984788";FALSE;TRUE;"26496459,27302552,29688579";"";"";NA;1941;TRUE;NA;NA;"https://www.jacionline.org/article/S0091-6749(16)30270-6/pdf";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;NA;NA
"371";"NCT01064375";FALSE;TRUE;"21042730,21195077,21211062,21463193,21711228,23116110,24800173,24800178,25620013,28099502,33441622,35501218";"";"";NA;3545;TRUE;"10.15761/GVI.1000125";NA;"https://www.oatext.com/DNA-immunization-targeting-carcinoembryonic-antigen-in-colorectal-cancer-patients.php";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"372";"NCT01294241";FALSE;TRUE;"26018577";"";"";NA;1174;TRUE;"10.1155/2017/5068969";28611842;"https://www.hindawi.com/journals/drp/2017/5068969/";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"373";"NCT00986193";TRUE;TRUE;"19670299,20679543,21729834,22995086,27615712,32998590,34412818,34873012";"27615712";"google_scholar";NA;3814;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"374";"NCT02794532";FALSE;TRUE;"29330853";"";"";NA;4510;TRUE;"10.1111/anae.14215";29330853;"https://doi.org/10.1111/anae.14215";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;TRUE
"375";"NCT01541410";FALSE;TRUE;"";"";"";NA;1237;TRUE;"10.1093/ejcts/ezs296";22653445;"https://www.ncbi.nlm.nih.gov/pubmed/22653445";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"376";"NCT01724879";FALSE;TRUE;"29519619,31590170";"";"";NA;2182;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2010-022854-18/results";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"377";"NCT02037581";TRUE;TRUE;"22997645,25676450,26135281,27618789,29493410,30623205,31482184";"25676450,26135281";"pubmed_enhanced";NA;2923;FALSE;NA;NA;NA;NA;FALSE;2015;"iv";FALSE;FALSE;NA;NA
"378";"NCT00889343";FALSE;TRUE;"23097702,23118806,23807861,24307789,24924525,28880238";"";"";NA;995;TRUE;"10.1200/jco.2013.31.15_suppl.3586";NA;"http://ascopubs.org/doi/abs/10.1200/jco.2013.31.15_suppl.3586";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;NA;NA
"379";"NCT01248910";TRUE;TRUE;"26083705,26083706,27085126,30772188";"27085126";"pubmed_enhanced,google_scholar";NA;1695;FALSE;NA;NA;NA;NA;FALSE;2010;"iv";FALSE;FALSE;NA;NA
"380";"NCT01596777";FALSE;TRUE;"";"";"";NA;1251;TRUE;"10.1002/jcph.624";26313157;NA;"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"381";"NCT01372735";TRUE;TRUE;"22443802,25101123,26653573,28398285,29582218,29651946";"22443802";"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match";NA;2962;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"382";"NCT00742495";FALSE;TRUE;"";"";"";NA;1;TRUE;NA;NA;"http://www.diss.fu-berlin.de/diss/servlets/MCRFileNodeServlet/FUDISS_derivate_000000019697/Habil_v.Stackelberg.pdf";"Other";FALSE;2010;"iv";FALSE;TRUE;NA;NA
"383";"NCT01306903";TRUE;TRUE;"24996647,25002394,25440640,29658865,29893677";"29893677";"pubmed_naive";NA;1895;FALSE;"10.1055/s-0035-1544584";NA;"https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0035-1544584";"Other";FALSE;2013;"iv";FALSE;FALSE;NA;NA
"384";"NCT00310492";FALSE;TRUE;"26871981";"";"";NA;833;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2005-004675-37/results";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;NA;NA
"385";"NCT00390702";TRUE;TRUE;"19757330,25241014,33128576";"33128576";"google_scholar";NA;1387;FALSE;NA;NA;NA;NA;FALSE;2016;"iv";FALSE;FALSE;NA;NA
"386";"NCT05164679";FALSE;TRUE;"";"";"";NA;3823;TRUE;"10.12688/f1000research.73698.1";NA;"https://doi.org/10.12688/f1000research.73698.1";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;NA;NA
"387";"NCT03728959";FALSE;TRUE;"31100534,36651162,36754130,36824052";"";"";NA;4451;TRUE;"10.1002/jbmr.4308";33852173;"https://doi.org/10.1002/jbmr.4308";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"388";"NCT00204516";FALSE;TRUE;"21672032,30312721,31843577,32088327,32893005";"";"";NA;825;TRUE;"10.1111/j.1600-0625.2011.01312.x";21672032;"https://www.ncbi.nlm.nih.gov/pubmed/?term=No+evidence+of+viral+genomes+in+whole-transcriptome+sequencing+of+three+melanoma+metastases";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;TRUE
"389";"NCT00167583";FALSE;TRUE;"21059671,22640657,23121277,26910383";"";"";NA;818;TRUE;"10.1136/annrheumdis-2016-eular.2780";NA;"http://ard.bmj.com/content/75/Suppl_2/1091.2";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;NA;NA
"390";"NCT02044978";FALSE;TRUE;"32998932,33315857,33870825,35234541,36005394";"";"";NA;4844;TRUE;"10.1111/clr.13391";30565741;"https://doi.org/10.1111/clr.13391";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"391";"NCT01949961";TRUE;TRUE;"27980128,29068044,29119369,34428930";"27980128,29068044,29119369";"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match";NA;4692;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"392";"NCT02931643";FALSE;TRUE;"29691526,30934903,31411373,35776947,36847227";"";"";NA;4297;TRUE;NA;NA;"lucris.lub.lu.se/ws/portalfiles/portal/51010099/Yoghatama_Cindya_Zanzer_PhD_thesis.pdf";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"393";"NCT02919527";FALSE;TRUE;"28274273";"";"";NA;2164;TRUE;NA;NA;"https://d-nb.info/117425162X/34";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"394";"NCT00522015";FALSE;TRUE;"";"";"";NA;876;TRUE;"10.1016/j.jalz.2009.04.1231";20129321;"http://www.sciencedirect.com/science/article/pii/S155252600900106X?via%3Dihub";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"395";"NCT01215266";FALSE;TRUE;"";"";"";NA;1132;TRUE;"10.1111/bju.12437";24053564;"https://www.ncbi.nlm.nih.gov/pubmed/24053564";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"396";"NCT02908321";FALSE;TRUE;"29609630,33372126";"";"";NA;4372;TRUE;"10.1007/s10803-020-04471-x";NA;"https://link.springer.com/article/10.1007/s10803-020-04471-x";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;NA;NA
"397";"NCT02118896";FALSE;TRUE;"";"";"";NA;1904;FALSE;NA;NA;NA;NA;TRUE;2009;"iv";FALSE;TRUE;NA;NA
"398";"NCT01252459";FALSE;TRUE;"27716184,27798857,32594409,32647917";"";"";NA;567;TRUE;"10.1186/s12885-016-2806-z";27716184;"https://bmccancer.biomedcentral.com/articles/10.1186/s12885-016-2806-z";"Linked at the registration";FALSE;2014;"iv";FALSE;TRUE;FALSE;TRUE
"399";"NCT01436162";FALSE;TRUE;"25315829,25622272,27474961,28651185,29912786";"";"";NA;1213;TRUE;"10.1016/j.jad.2016.07.006";27474961;NA;"Systematic Google search";TRUE;2013;"iv";FALSE;TRUE;FALSE;TRUE
"400";"NCT02258815";FALSE;TRUE;"28383769,29312320,32002293";"";"";NA;2658;TRUE;"10.1200/jco.2015.33.15_suppl.10056";NA;"https://ascopubs.org/doi/abs/10.1200/jco.2015.33.15_suppl.10056";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"401";"NCT02453425";TRUE;TRUE;"28395663,28497426,28497427,29517549";"29517549";"pubmed_naive,google_scholar";NA;3422;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"402";"NCT00977340";TRUE;TRUE;"30697860,33477151";"33477151";"google_scholar";NA;2892;FALSE;NA;NA;NA;NA;FALSE;2017;"iv";FALSE;FALSE;NA;NA
"403";"NCT01729546";FALSE;TRUE;"29664706";"";"";NA;728;TRUE;"10.1515/cclm-2013-0976";24681433;"https://www.ncbi.nlm.nih.gov/pubmed/24681433?dopt=Abstract";"Linked at the registration";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"404";"NCT00412451";FALSE;TRUE;"20964459,28198785,28427074,28965804,29517911,30222965";"";"";NA;1391;FALSE;NA;NA;NA;NA;TRUE;2010;"iv";FALSE;TRUE;NA;NA
"405";"NCT04134130";TRUE;TRUE;"35575351";"35575351";"pubmed_enhanced,google_scholar";NA;4185;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"406";"NCT00920582";TRUE;TRUE;"20065640,20972473,21051951,22968521,23726024,23801579,30608114,32100550";"23726024,23801579";"google_scholar";NA;1566;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"407";"NCT00727181";TRUE;TRUE;"23870159,27964975,30253784";"23870159,27964975,30253784";"pubmed_naive";NA;1471;FALSE;NA;NA;NA;NA;FALSE;2010;"iv";FALSE;FALSE;NA;NA
"408";"NCT03145740";FALSE;TRUE;"";"";"";NA;3952;TRUE;"10.3233/NRE-192901";31868691;"https://content.iospress.com/articles/neurorehabilitation/nre192901";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"409";"NCT01679405";FALSE;TRUE;"26142706,27102149,28818953,30092682,30634942,33070556";"";"";NA;2460;TRUE;"10.1186/s12885-018-5223-7";30634942;"https://pubmed.ncbi.nlm.nih.gov/30634942/";"Linked at the registration";TRUE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"410";"NCT01801306";FALSE;TRUE;"";"";"";NA;2334;TRUE;"10.1007/s12028-016-0284-4";27251155;"https://pubmed.ncbi.nlm.nih.gov/27251155/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"411";"NCT03357393";FALSE;TRUE;"";"";"";NA;3845;TRUE;"10.1097/lbr.0000000000000610";31478938;"https://doi.org/10.1097/lbr.0000000000000610";"Systematic Google search";TRUE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"412";"NCT01697306";FALSE;TRUE;"";"";"";NA;1283;TRUE;"10.1016/j.juro.2013.03.097";23545101;"http://www.sciencedirect.com/science/article/pii/S0022534713038901";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"413";"NCT00823225";TRUE;TRUE;"18766265,23148189,25097995,27626257";"18766265,25097995,27626257";"pubmed_naive";NA;1511;FALSE;NA;NA;NA;NA;FALSE;2009;"iv";FALSE;FALSE;NA;NA
"414";"NCT00663364";FALSE;TRUE;"30845666";"";"";NA;909;TRUE;"10.2340/00015555-2593";27983740;"https://www.ncbi.nlm.nih.gov/pubmed/27983740";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"415";"NCT01763294";FALSE;TRUE;"27693237,29809190,31816591";"";"";NA;1295;TRUE;"10.1016/j.brs.2016.08.013";27693237;NA;"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"416";"NCT02975154";FALSE;TRUE;"";"";"";NA;2489;TRUE;"10.23736/s1973-9087.20.05921-3";NA;NA;"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"417";"NCT01261741";FALSE;TRUE;"29254093";"";"";NA;572;TRUE;NA;NA;"http://www.jns-journal.com/article/S0022-510X(13)01543-8/fulltext";"Linked at the registration";FALSE;2011;"iv";FALSE;TRUE;NA;NA
"418";"NCT01256996";FALSE;TRUE;"";"";"";NA;1159;TRUE;"10.1055/s-0034-1395621";NA;"https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0034-1395621";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;NA;NA
"419";"NCT00326079";FALSE;TRUE;"";"";"";NA;836;TRUE;"10.1136/bjophthalmol-2011-300218";22275344;"http://bjo.bmj.com/content/96/5/645.short";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"420";"NCT02445365";FALSE;TRUE;"28303458,32533085";"";"";NA;3432;TRUE;"10.1038/s41598-020-65692-9";32533085;"https://doi.org/10.1038/s41598-020-65692-9";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"421";"NCT02174536";TRUE;TRUE;"25374922,25658253,26539433,28744284,32418650";"25658253";"pubmed_enhanced";NA;3383;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
"422";"NCT03147326";TRUE;TRUE;"29123920,29274154,33707044,33733812,36222822";"29123920";"pubmed_naive";NA;3946;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"423";"NCT00442091";FALSE;TRUE;"31951290,36065961,36629795";"";"";NA;4368;TRUE;"10.1111/cod.13473";NA;"https://onlinelibrary.wiley.com/doi/10.1111/cod.13473";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;NA;NA
"424";"NCT00470626";FALSE;TRUE;"";"";"";NA;130;TRUE;"10.1016/j.jvir.2009.07.038";19875061;"http://www.jvir.org/article/S1051-0443(09)00816-1/fulltext";"Linked at the registration";TRUE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"425";"NCT03749239";FALSE;TRUE;"31086034";"";"";NA;4359;TRUE;"10.3390/nu11051064";31086034;"doi.org/10.3390/nu11051064";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"426";"NCT01918605";TRUE;TRUE;"25201125,25304788,25687401,29168659";"25201125";"pubmed_enhanced";NA;4666;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"427";"NCT02826122";FALSE;TRUE;"29066440,30195827,31005484,36404730";"";"";NA;4482;TRUE;"10.1080/14017431.2022.2146185";36404730;"https://doi.org/10.1080/14017431.2022.2146185";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"428";"NCT00719212";FALSE;TRUE;"19663769,20533896,22641286,25992224,28934637,31731883";"";"";NA;1875;FALSE;"10.1200/jco.2013.31.15_suppl.5515";NA;"http://ascopubs.org/doi/abs/10.1200/jco.2013.31.15_suppl.5515";"Other";TRUE;2013;"iv";FALSE;TRUE;NA;NA
"429";"NCT03116165";FALSE;TRUE;"34029328,36400149";"";"";NA;4078;TRUE;"10.1371/journal.pone.0251898";34029328;"https://doi.org/10.1371/journal.pone.0251898";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;TRUE
"430";"NCT02219425";FALSE;TRUE;"25248672,28854727,29162648,34190319,34216338";"";"";NA;4973;TRUE;"10.1530/REP-17-0601";29162648;"https://doi.org/10.1530/REP-17-0601";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;TRUE
"431";"NCT02623608";FALSE;TRUE;"36152739";"";"";NA;4996;TRUE;"10.1016/j.jff.2019.103443";NA;"https://doi.org/10.1016/j.jff.2019.103443";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"432";"NCT01146444";FALSE;TRUE;"24910084,25844608,25899142,27270345";"";"";NA;1096;TRUE;"10.1111/exd.12428";24758584;"https://www.ncbi.nlm.nih.gov/pubmed/24758584";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"433";"NCT01521585";FALSE;TRUE;"23966296,24386389,25435179,27761837";"";"";NA;1232;TRUE;"10.1136/jnnp-2014-309032.294";NA;"http://jnnp.bmj.com/content/85/Suppl_1/A102.1";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;NA;NA
"434";"NCT01713374";TRUE;TRUE;"31322551";"31322551";"google_scholar";NA;1833;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"435";"NCT02434549";FALSE;TRUE;"34484101";"";"";NA;5091;TRUE;"10.3389/fneur.2021.696218";34484101;"https://www.frontiersin.org/articles/10.3389/fneur.2021.696218/full";"Linked at the registration";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"436";"NCT01817738";FALSE;TRUE;"25233993,26082837,26718856,27987152";"";"";NA;1960;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-006314-14/results";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"437";"NCT03039387";FALSE;TRUE;"";"";"";NA;1915;TRUE;NA;NA;"https://www.nature.com/articles/s41598-019-43234-2";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"438";"NCT01523262";TRUE;TRUE;"36645250";"36645250";"google_scholar,nct_match";NA;4053;FALSE;NA;NA;NA;NA;FALSE;2016;"nordic";FALSE;FALSE;NA;NA
