nct_id,tool_results,has_error,tool_prompted_pmids,tool_result_pmids,tool_ident_steps,tool_truncated
NCT01790360,true,true,"28139146,28791876,29537178","28791876,29537178","google_scholar,linked_at_registration,pubmed_naive,pubmed_enhanced,nct_match",undefined
NCT03549455,true,true,"37231323,38156597,38355854,39151756,39498378",37231323,"pubmed_naive,pubmed_enhanced",undefined
NCT01982578,true,true,"29562517,32616652,32730855,33771874,34617231,35307412,36329553,37696195,38279990,38875032,38956807,39337431,39370055,39422955","36329553,39422955","linked_at_registration,pubmed_enhanced,google_scholar,nct_match,pubmed_naive",undefined
NCT04492891,false,true,"33173808,33606519,34117116,34553659,34673299,34962304,35854100,36051937,39347336,39404351,39431260,39460489,39494131",,,undefined
NCT02991573,false,true,null,,,undefined
NCT03627962,false,true,"37378657,37378880,37715201,38041675",,,undefined
NCT02468791,false,true,"28766389,29212732,31512535,38814660,39308007,39407334,39416767,39461874",,,undefined
NCT03542240,false,true,"31846761,33455863,34498308,35216415,35888763,36781795,36834734,38155468,38255639,38405061",,,undefined
NCT01407276,false,true,"26507988,27372109,27466703",,,undefined
NCT00387608,true,true,"18644251,19364967,20385443,20643861,20805062,21782064,22028822,29421999,32892059,39481070,39500888,39507552","19364967,22028822","linked_at_registration,google_scholar",undefined
NCT03294928,true,true,"31435004,32001827,34507603,35228629",35228629,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00452101,true,true,18279523,18279523,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01336569,true,true,25170245,25170245,"pubmed_naive,google_scholar,nct_match",undefined
NCT03017040,false,true,null,,,undefined
NCT01779869,false,true,null,,,undefined
NCT02737488,false,true,null,,,undefined
NCT02630732,true,true,"29180894,31165894,32067965,34342846,36053220,36615190,37344337,38189683,38575104","34342846,37344337,38189683,38575104","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT05011617,true,true,"38337134,38813841,38923873,39259197,39425206",39425206,"pubmed_naive,pubmed_enhanced",undefined
NCT03682302,false,true,"34495874,34534923",,,undefined
NCT04652349,true,true,"34429197,37703006,37770770,38818934,38866609,39111557",34429197,"linked_at_registration,google_scholar,nct_match",undefined
NCT05087381,true,true,"34819329,35348204,35385087,36103313,37002592,37109231,37544514,37975699,38447388,38516100,38862591,39030504,39039269",38516100,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00667758,true,true,"20337546,24182325,26460564,27978810,31308768,34240642","24182325,26460564","pubmed_naive,pubmed_enhanced,linked_at_registration,google_scholar,nct_match",undefined
NCT04101201,false,true,33808784,,,undefined
NCT01653782,true,true,"25403347,28356091,33320103,33743746,37709330,37721945,37756352,38154430,39407255","25403347,28356091","google_scholar,linked_at_registration,pubmed_enhanced,nct_match",undefined
NCT00585000,true,true,"23171508,23641913,31414610,38086815",23171508,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00762437,false,true,null,,,undefined
NCT05014321,false,true,null,,,undefined
NCT02466126,true,true,"34156589,37674395,37908557,38861659","37674395,37908557","pubmed_naive,google_scholar",undefined
NCT02394106,true,true,"26376698,26585985,27353034,27405390,27687621,28391333,28456094,28553650,29436729,29569812,31993781,34544820,34621271,34792685,39328656",31993781,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00973791,false,true,null,,,undefined
NCT00646841,false,true,null,,,undefined
NCT01916889,false,true,"31722691,38543963,38609017,38670233,38852619,39080918",,,undefined
NCT04231409,true,true,"33656411,37529140,37742013,37978974,39238875",33656411,pubmed_naive,undefined
NCT04235439,true,true,37735841,37735841,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT01101438,true,true,"25172609,25740979,27903149,30459447,30627318,31576002,33837871,34103538,34485814,34997879,35332210,35608580,35748508,36939293,37695982","25740979,34485814,35608580,37695982","linked_at_registration,google_scholar,pubmed_naive,pubmed_enhanced,nct_match",undefined
NCT00198497,true,true,18441312,18441312,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02720783,true,true,32410819,32410819,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03889886,true,true,"32871201,34846978,39218389",39218389,google_scholar,undefined
NCT02760303,false,true,30766762,,,undefined
NCT00872482,false,true,"20586711,27343440,28210119",,,undefined
NCT00326014,true,true,"19396784,32672593,34111130,34376967,35790641,38907091","19396784,32672593,34376967,38907091","linked_at_registration,google_scholar,pubmed_enhanced",undefined
NCT00479661,true,true,"18795253,21338400,22436955,23519436,23839483,25887495,25887576,26817548,32458765,35178276,38788060,39198198,39207913","18795253,22436955,25887576","google_scholar,linked_at_registration,nct_match,pubmed_enhanced",undefined
NCT02403973,false,true,null,,,undefined
NCT01634750,true,true,"23122659,25182749,28641925,29305133,30338442,31701055,33893973,34257421,34510381,34825065,37458043,37666692,38158701,39213088","28641925,33893973","google_scholar,linked_at_registration,nct_match",undefined
NCT01330628,true,true,"23538936,25499305,25761905,28952037,36299675",25499305,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00851838,false,true,null,,,undefined
NCT03483935,true,true,"32030723,37068348",32030723,"pubmed_enhanced,google_scholar",undefined
NCT05807087,false,true,null,,,undefined
NCT03303079,false,true,"29697153,29869205,30406901,31418911,34254331,34324700,35139816,36578197,36855951,37101521,37602905,37695442",,,undefined
NCT00226005,false,true,"16621676,22339615,27471566,37958351",,,undefined
NCT01500902,false,true,"39494599,39503653,39510208",,,undefined
NCT01335945,false,true,36077794,,,undefined
NCT00600470,true,true,"20495474,24664093,25750506,28333516,31760174,32144045,32503395,37634176,37790168,38859688,39010100,39402929","24664093,28333516,31760174,32503395","linked_at_registration,google_scholar,nct_match,pubmed_enhanced",undefined
NCT02977260,false,true,"34288967,35285882,35728485,36547133,37729260",,,undefined
NCT03165799,true,true,"29463769,39072236,39075186,39422088,39499376",29463769,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04553159,true,true,"35422228,36835295,37215278,38205633,38866216,39179741",37215278,google_scholar,undefined
NCT00315588,true,true,"18450613,19005394,20003758,27285580,33569837,36250905,36657975,37026004,37038694,37526141,38028981,38711746,38794314,39227741,39476804","19005394,20003758,27285580,36250905,36657975,37026004,38028981","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT00731445,false,true,"25996122,26202410,36790032,37165980,37516867,38038862,39273237",,,undefined
NCT01515046,true,true,"23764544,30376411,33077776,34942996,35624835,35745630,37758045,37759986,37773633,38539894,39369582",39369582,"pubmed_naive,pubmed_enhanced",undefined
NCT00737555,false,true,"34386318,36814733,37022147,37178647,37454231,38589512",,,undefined
NCT02865395,false,true,"37524969,37885220,39223057,39375325,39515022",,,undefined
NCT04238429,true,true,"33706750,38762529,38832851,38988919,39013911,39401694",33706750,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04353596,true,true,"32433641,32442259,32685221,32690029,32850989,32928868,33191600,33617712,34126053,34677197,34991982,35322889,35672267,37059487",34126053,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00571428,true,true,19808130,19808130,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00289198,false,true,"18442449,20449492,23676578,25017530,25056227,25572559,39453592",,,undefined
NCT02718222,true,true,"27871269,30705238,31142344,31287021,31935388,32398077,36330537,36476194,36963067,37734798,37813546,38230668","31142344,31287021,31935388,32398077,36330537,36963067,38230668","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT00994266,false,true,null,,,undefined
NCT02811679,true,true,"27913493,28532177,30715609,31332079,31451445,32406858,35989138,38380861,38672662,39002564,39214782,39437708,39440883,39481087",31451445,google_scholar,undefined
NCT02132455,false,true,"38828786,39021717,39189342,39222513,39440108",,,undefined
NCT00819429,true,true,"25882235,28993963,29743128,34896884,37651817,38407955","25882235,29743128","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT05213130,false,true,"39089538,39151350,39197456,39498290",,,undefined
NCT03164304,false,true,"34040970,35448942,36415498,37719936,37815037,39040724",,,undefined
NCT00146562,true,true,"16293865,19017828",16293865,pubmed_enhanced,undefined
NCT04362982,false,true,"36169998,36823209,37510440,38921701,39183677",,,undefined
NCT00425594,false,true,"26610148,27278957,33165006,37490604,38082231",,,undefined
NCT03936426,true,true,"32371296,33598750,33950341,35871574,36460344,37432630,38324047,38807355,39310112",36460344,"pubmed_naive,google_scholar,nct_match",undefined
NCT02868216,true,true,34840289,34840289,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02714088,true,true,"30051418,38747052,39228669,39311241,39402452",30051418,google_scholar,undefined
NCT03161561,false,true,null,,,undefined
NCT01236352,true,true,"23009939,23317159,23432430,28673392,29289756,32325172,34743903,36599841,37498362",36599841,google_scholar,undefined
NCT01390571,true,true,"31827085,32347934,33929516,36644133,39444180",32347934,"pubmed_enhanced,google_scholar",undefined
NCT03867188,false,true,"38171420,38660132",,,undefined
NCT05341102,false,true,null,,,undefined
NCT04394923,true,true,"35734293,35861901",35861901,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01794845,false,true,"24688774,33839463,37990759,38671043,39255484,39333697",,,undefined
NCT02018068,true,true,34863052,34863052,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00420888,true,true,"20065640,21051951,22515521,23477784,23727858,25669986,28820071,30272043,33629332,37146227","23727858,25669986","google_scholar,linked_at_registration,pubmed_enhanced",undefined
NCT02039258,false,true,"26041408,27140803,28138980",,,undefined
NCT03180710,false,true,29923294,,,undefined
NCT01137006,false,true,"21324755,22045183,23519055,32723261,33520112",,,undefined
NCT01900106,false,true,"39375290,39453919,39478330,39499760",,,undefined
NCT05871554,false,true,null,,,undefined
NCT01343810,false,true,"33010903,33460741,38598554,38669625,38804110,38805199,38865177,38918221,38957856,39058620",,,undefined
NCT01125319,false,true,24407034,,,undefined
NCT00940628,true,true,27899001,27899001,google_scholar,undefined
NCT00847093,false,true,null,,,undefined
NCT03187756,false,true,39169621,,,undefined
NCT02106910,true,true,"30099104,33581357","30099104,33581357","google_scholar,pubmed_enhanced",undefined
NCT05162989,false,true,null,,,undefined
NCT03805711,false,true,null,,,undefined
NCT03942601,false,true,"33117403,35953406,37073741,37243336,37452952,37916436,38936378",,,undefined
NCT03013270,true,true,"28387131,29767544,31180758,32212843,32941640,33624071,34179989,39161719","29767544,33624071","pubmed_enhanced,google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT04745481,false,true,"39199248,39457704,39458457",,,undefined
NCT01665521,true,true,"25737484,26569652,26720295,26800789,27183253,28087371,28314483,28493646,28751843,29920834,30196932","25737484,26569652,26720295,27183253,28087371,28493646,29920834","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00412477,false,true,"19095169,25491351",,,undefined
NCT04565093,true,true,"33645192,34611000,36071990",34611000,"pubmed_naive,google_scholar",undefined
NCT03775850,false,true,"31028093,32934879,35748749,35757563,36253536,36752642,37386520,38015720,39198116",,,undefined
NCT02886234,true,true,"28017907,28766027,29162428,30054765,31848765,33138622,38483366,38849725,39157777,39312092",31848765,pubmed_enhanced,undefined
NCT04729699,true,true,34204366,34204366,"pubmed_naive,google_scholar",undefined
NCT03401190,false,true,"31050811,33314326,33939666,35696753,36206339,36305300,36410063,37745612,38516893",,,undefined
NCT03449563,false,true,"38601664,38722115,38852396,38919447,39425645,39477915",,,undefined
NCT04940728,false,true,"35938266,38319132",,,undefined
NCT00822250,false,true,"28448550,30030899",,,undefined
NCT01804465,true,true,"24838261,27563657,29146441,29352713,30360963,31188806,32266674,33986125",33986125,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02229747,false,true,"39219348,39244383,39376366,39487609",,,undefined
NCT02432053,false,true,null,,,undefined
NCT00040326,true,true,"22396514,23118606,26250432",22396514,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00501943,true,true,"18486153,23418213,23955320,23983606,25356404,25891551,25929276,26856940,26856943,27288812,27416110,27595123,28148632,38869643,39266284,39283621,39491412","25356404,25891551,26856940,26856943,27288812,27416110,28148632","google_scholar,pubmed_enhanced,linked_at_registration,nct_match",undefined
NCT00458783,false,true,"21550205,22849612,23874777,24090578,24460532,25440393,25573415,25982219,26315088,29021123",,,undefined
NCT03188224,false,true,"30718952,34302417,37563716,37927454,39097845",,,undefined
NCT00774514,true,true,"20047363,33539450,35381654,37866032,38321458,38477643,38821462,38863881,39202607",20047363,google_scholar,undefined
NCT01119209,true,true,"26015154,30538796,32055145",30538796,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02867397,false,true,null,,,undefined
NCT02460562,true,true,"30056451,36169158","30056451,36169158","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01295775,true,true,"25112845,30222965,35242620,36544888,36829947,37818215,38448227,38496284,38626646",25112845,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02454868,true,true,"29728755,33685760,34938934,34954261,36167160,37062412",29728755,"linked_at_registration,google_scholar,nct_match",undefined
NCT00539968,false,true,38009264,,,undefined
NCT00779844,true,true,25500680,25500680,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02307253,true,true,"29251275,38670743,38978770,39145918",29251275,google_scholar,undefined
NCT01860014,true,true,"25241106,30321577,38480020,38514358,38871000,39384293,39513642",25241106,google_scholar,undefined
NCT02419521,true,true,28940882,28940882,google_scholar,undefined
NCT00286078,false,true,"18234048,19133667,19171831,19732071,19917094,20430321,34534176,35286589,35526976",,,undefined
NCT02708576,false,true,"29107292,29661866,30135133,30804796,31004828,31201553,37132402,38623935,38764241,39126612,39263900",,,undefined
NCT00725985,true,true,"24502830,29051829,30885374,30986336,31244898,32447743,35003076,35019731,35920065,36433775,36544327,37287269,37343465,38488979,38568225","24502830,29051829,30885374,31244898,32447743","linked_at_registration,google_scholar,nct_match",undefined
NCT03297710,false,true,"31377214,39474541",,,undefined
NCT02923687,true,true,"28179921,28179932,28512486,31187102",31187102,google_scholar,undefined
NCT01087073,true,true,"22232108,25359247,25359248,29355934,30798408,36058428,37005011,38157197,38229904","22232108,25359247,25359248","linked_at_registration,pubmed_naive",undefined
NCT02004587,false,true,null,,,undefined
NCT00706511,false,true,"38285004,38664845,38683249,39367323,39401858,39480356,39513671",,,undefined
NCT01861626,false,true,24470753,,,undefined
NCT03065374,false,true,"29988597,30238983,34245901,35007139,39299261",,,undefined
NCT00538733,true,true,"18067007,24576165","18067007,24576165","pubmed_enhanced,linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02956213,false,true,"34449285,36376879,36669663,38991307",,,undefined
NCT02495688,true,true,31274718,31274718,"pubmed_enhanced,google_scholar",undefined
NCT00364988,true,true,"17575467,37266884,37380541,37527961,38738384,39235536",17575467,pubmed_enhanced,undefined
NCT04348305,true,true,"32779728,32795893,33063092,33583034,34138478,34247526,34389970,34762760,34991982,35067914,35136858,37556259","34138478,35067914","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02203266,true,true,"27142873,28288272,29301919,31440042,31568927,36446239,37640263,37774091,38694667",31568927,google_scholar,undefined
NCT00445146,false,true,"19197797,28212411,39476488,39513745",,,undefined
NCT05742126,false,true,38558535,,,undefined
NCT03427814,true,true,"33753249,36344677,37260158,39088656,39504677,39512834",37260158,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT01582165,true,true,"30790446,32214138,39202287,39218904,39319180,39328843,39444407","30790446,32214138","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02744001,true,true,30962120,30962120,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02259101,false,true,"33319787,33391604,33860405,36149983,36851893",,,undefined
NCT00791986,true,true,"20795924,25134724,26807635,27128667,27484507,28424510,29604403,31141288,32524226","20795924,27128667,28424510,29604403,31141288","pubmed_naive,pubmed_enhanced",undefined
NCT02510677,false,true,26635028,,,undefined
NCT00074763,false,true,"19637351,29226797,31018069,31792461,38537065",,,undefined
NCT00543712,false,true,"21762072,21777191,27686849,28133974,28888998,39442606",,,undefined
NCT01462045,true,true,"23596092,23720785,26609330,28928678,34422290,38327501",23720785,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00314028,true,true,"19218185,36318432,36648452,37342482,38388463,38395539,38431295,38534083,38578673",19218185,google_scholar,undefined
NCT02714452,true,true,"28095791,30375019,30937934,32738880,33072363,33402189,34922494,35485234,38268253,38661264,38887790,39104764,39141951","32738880,33072363,35485234","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04182451,false,true,"32569871,33573495,33804192,37373045",,,undefined
NCT00238992,false,true,"28027625,30125462",,,undefined
NCT05014048,true,true,"30675873,33269357,33798465,36824467,39301110",39301110,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01024517,false,true,null,,,undefined
NCT04508062,true,true,"35691556,37476901,37971133,38683391,38795840",38683391,"pubmed_naive,google_scholar",undefined
NCT03336242,false,true,"31013866,31833952,32335286,32437558,32839652,37122621,37820705",,,undefined
NCT02062632,false,true,null,,,undefined
NCT02321540,true,true,"26375053,27489860,29398709,29561760,30209789,30247919,32069373,36140335,38693903",26375053,google_scholar,undefined
NCT01110681,false,true,null,,,undefined
NCT03764332,true,true,31208123,31208123,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04341116,false,true,"32717568,32762581,33041814,33070079,33421440,33553708,34473343,34956607,34991982,35483235,39247343",,,undefined
NCT00124137,true,true,"17291932,20350693,25416320,38806171","17291932,20350693","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00790517,true,true,"24074269,25219423,26334929,26522674,37287521,37646208,37722456,38290287,39190987","24074269,25219423,26334929,26522674","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT04146896,false,true,"32926646,34332778,37152429,38641202,39335472",,,undefined
NCT03051100,true,true,"29939848,30810432,31714986,32181844,32314225,32463301,32609313,33514449,33599534,34981622,35666408,37405598,37648637,38095480,38599725","33514449,34981622","pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT00475670,true,true,"24051172,35963551,37167571,37907759,38135153,38789924,39339166,39371698,39418883,39429386,39500221",24051172,"linked_at_registration,google_scholar,nct_match",undefined
NCT03342911,false,true,"31093365,34825751,36866750,36934434,37207445,37478574,37788128",,,undefined
NCT00421499,true,true,"17609490,26296850,27721914,36260104",17609490,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02419222,true,true,"29458299,34827467,36219753,36292456,36925858,37312976","29458299,37312976","pubmed_naive,pubmed_enhanced",undefined
NCT02154087,false,true,null,,,undefined
NCT02632487,true,true,"28944304,31695350",31695350,"pubmed_naive,pubmed_enhanced",undefined
NCT04493463,true,true,35966574,35966574,"pubmed_enhanced,google_scholar",undefined
NCT00743106,false,true,null,,,undefined
NCT00273793,false,true,null,,,undefined
NCT00067353,true,true,"16803808,19125889,20016179",20016179,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00448578,false,true,"17391773,20980991,25036226,31152444",,,undefined
NCT03425331,true,true,"30393621,30785829,31213908,32158484,33316104,33930176,39369144",30785829,pubmed_enhanced,undefined
NCT00004182,true,true,"11437682,11905508,23512247,27424289",23512247,google_scholar,undefined
NCT02125383,false,true,"26409690,29436740,34406695",,,undefined
NCT03013777,false,true,"38086444,38133705,38667596,39514895",,,undefined
NCT01535781,true,true,"27235515,33829988,35505429,35701245,37179202,37272509,39169336","27235515,37272509",google_scholar,undefined
NCT00787007,true,true,"21341397,33462142,36982560",21341397,pubmed_naive,undefined
NCT02465814,true,true,"28185997,29718788,30527839,31670515,31985366,32365199,32559602,33185783,33388011,34327754,34524172,37437885,38618931","30527839,32559602,34327754,37437885","pubmed_naive,pubmed_enhanced,linked_at_registration,google_scholar,nct_match",undefined
NCT01648127,true,true,"24702974,25896707,35762796,37338378,37843118,38300143,39352135,39505460",25896707,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00993681,true,true,"21367651,24165382,24291168,25536061,27370343,39066367",24291168,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00113386,true,true,"17589301,17589303,19242825,25002723,26275735,30227129,38690441",30227129,google_scholar,undefined
NCT00528047,false,true,"31426306,32416440,32759677,34237431,36009331,36658724,38642502",,,undefined
NCT02359344,false,true,32070160,,,undefined
NCT02740049,false,true,"29870256,31207387,33549541,34002330,34625142,37524486,37536562,37681299,37708400,37928904,38843913",,,undefined
NCT01815112,true,true,"24151585,26899566",26899566,google_scholar,undefined
NCT01918644,false,true,"26653573,27778052,28577833,29843972,36713520,37865603",,,undefined
NCT00204347,false,true,"23445512,25520887,25520888,27738354,36758161",,,undefined
NCT00661505,true,true,"22990412,24052462,26965694,31420350,36587890","22990412,24052462,26965694","pubmed_naive,linked_at_registration,google_scholar,nct_match",undefined
NCT01191593,true,true,"25386752,36912613,38253609,38323880,38489226,39019501",25386752,"linked_at_registration,google_scholar,nct_match",undefined
NCT00715195,false,true,"34270606,37748597,39436169,39449766,39480677",,,undefined
NCT03012880,false,true,"30013765,30079070,30661162,32139006,32290719,32305989,32661116,33384171,34111952,37291017,38423700,38547609",,,undefined
NCT04647656,true,true,"34067776,35768406,35821512,36208548,36615108,37301934,38360929,38449882,38806438,39302443,39385068","35821512,36208548,37301934,38360929,38449882","pubmed_enhanced,google_scholar,pubmed_naive,nct_match",undefined
NCT04651790,true,true,"33476760,34199384,34233097,34659237,35441164,35464483,35946814,36185969,36226829,36383021,36473651,37099842,37515009","34233097,35441164,36226829,37099842","google_scholar,linked_at_registration,pubmed_naive,nct_match,pubmed_enhanced",undefined
NCT02645864,true,true,"29362244,33713398,35116396,36872946,39438438,39443723",35116396,google_scholar,undefined
NCT02987166,false,true,null,,,undefined
NCT04208659,false,true,35003503,,,undefined
NCT04253041,false,true,null,,,undefined
NCT02755090,true,true,"27481016,27621048,28629738,28842126,29080696,29407363,30303904,32416143",30303904,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03692559,false,true,null,,,undefined
NCT02581254,true,true,"34817440,36646234,39360765,39505494",34817440,"linked_at_registration,google_scholar,nct_match",undefined
NCT00788697,false,true,"20432014,25588715,29072980,34117520,38801692",,,undefined
NCT03197012,true,true,"30102557,31555796,32513903,32659429,35794053,38100020,38197680,38428966,38495261,39488529,39509670",32513903,google_scholar,undefined
NCT03550664,false,true,"36836420,37094336,37568242,37676176,39028323",,,undefined
NCT01297062,true,true,21961484,21961484,pubmed_enhanced,undefined
NCT00683982,true,true,19070525,19070525,pubmed_naive,undefined
NCT00305383,false,true,22708649,,,undefined
NCT02284659,true,true,"26907586,29442142,29785045,31685429,35667378",29785045,"pubmed_naive,google_scholar",undefined
NCT03620422,false,true,null,,,undefined
NCT04625985,false,true,"33606395,34157054,34628168,35014746,35052711,35697684,35709568,35709650,36484415,37647446",,,undefined
NCT02209077,false,true,null,,,undefined
NCT01342705,false,true,"21718726,22873223,23203124,25427903,30017991,35959455,38506752",,,undefined
NCT02944786,true,true,"31450645,32501596,38034879,38149219","32501596,38034879,38149219",google_scholar,undefined
NCT03529461,true,true,31402292,31402292,google_scholar,undefined
NCT00138151,false,true,"36137575,38048788,38490057,38858106,39161386,39426384",,,undefined
NCT04224818,true,true,"33011968,34565274",34565274,pubmed_naive,undefined
NCT02643797,true,true,"31944895,34791499,38752923,39126617,39265782,39368488","34791499,38752923","google_scholar,pubmed_naive,pubmed_enhanced",undefined
NCT02370407,true,true,"27924388,28078455,35099356,36828749,37528917,37827925,38913795,38957526","27924388,28078455","pubmed_naive,google_scholar,linked_at_registration,nct_match",undefined
NCT03187626,true,true,"29961037,36474768,36633823,38294016",38294016,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01724359,false,true,null,,,undefined
NCT00140270,false,true,null,,,undefined
NCT02264834,false,true,null,,,undefined
NCT01495117,true,true,"23215733,27879993,38024427,38222012,38294973,38642395,39014883",27879993,"linked_at_registration,google_scholar,nct_match",undefined
NCT03387085,false,true,"32345623,34959285,35014625,36520261,36679991,38725856,39342797,39359729,39474559,39503229",,,undefined
NCT01817790,true,true,"24107462,25624132,25900517,32004698,36199040",25624132,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02351622,true,true,"25778883,26870822,28950845,36559157,36797239,36901864,37933215,37978406,39049861,39062873,39118511,39296977,39497436,39515406",25778883,pubmed_enhanced,undefined
NCT01680666,true,true,"23478546,37800184,37838619,38194748,38195315,39005758",23478546,"linked_at_registration,pubmed_enhanced",undefined
NCT00973687,true,true,"28430773,35341362",35341362,"pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT02922920,true,true,"29862410,30678193,30979048,31287117,36066009","29862410,30678193,31287117",google_scholar,undefined
NCT02266550,false,true,null,,,undefined
NCT01252849,true,true,"26715834,29440867,34111130,34376967,35790641,36260288,38907091","26715834,29440867,34376967,38907091","pubmed_naive,pubmed_enhanced",undefined
NCT03476408,false,true,"38375120,38499998,38547029,39050001,39424636",,,undefined
NCT01432977,true,true,25181557,25181557,google_scholar,undefined
NCT01709942,false,true,"32426799,35079636,37419075,37935329,38138881,38332006",,,undefined
NCT00248209,false,true,null,,,undefined
NCT03493659,true,true,"33340513,34412860","33340513,34412860","google_scholar,pubmed_enhanced",undefined
NCT01557699,true,true,"23499756,23786408,25446830,36471700,36814595,36851133,38697170,38837118,39340113",25446830,"linked_at_registration,google_scholar",undefined
NCT00581061,false,true,null,,,undefined
NCT01047553,false,true,"29763659,30218695,30982547,32917556,39103901",,,undefined
NCT01642251,true,true,"25985977,27867600,29173760,29535912,30523756,30705847,32860331","25985977,30523756,32860331","google_scholar,linked_at_registration,nct_match",undefined
NCT05988021,false,true,38993035,,,undefined
NCT01256515,false,true,"34377598,39171515",,,undefined
NCT03431779,false,true,"32194404,35422228",,,undefined
NCT00259129,false,true,"20014944,32441582",,,undefined
NCT03091348,false,true,"28988938,31351915,31812687,33661092,37788646",,,undefined
NCT04073368,true,true,"34382947,35348378,37699892",34382947,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00316654,false,true,"23958808,27914744",,,undefined
NCT02615470,true,true,"30049631,30777645,31735650,34752512,38250906,38380527","30777645,31735650","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01638559,true,true,"27302659,28426902,30144432,30152097,30614623,31402535,31561279,32786149,33280227,35029022,35819312","30614623,31561279,32786149,33280227,35819312","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT00909285,true,true,"27631152,28045857,31879235","27631152,28045857,31879235","pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT04434443,true,true,"33297451,35659729,36268195,36688149,37396769,38306360",33297451,"pubmed_enhanced,google_scholar",undefined
NCT02223065,true,true,"27022473,28884600,29602018,31266654,31992459,32080811,36029150,37469278",27022473,pubmed_enhanced,undefined
NCT00083473,false,true,"18790076,20925433,22151263,23103179,27329599,28181261,33971031",,,undefined
NCT05182788,false,true,36076482,,,undefined
NCT02477436,true,true,"24872948,28480661",28480661,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04604340,false,true,"39285018,39395595,39401507,39461771",,,undefined
NCT02602743,true,true,"30205906,35489304,36307353,36847314,36928313,38888523",30205906,"pubmed_enhanced,google_scholar",undefined
NCT00221286,false,true,null,,,undefined
